sentence,gold_binary,pred_binary,event_type
He now also advocates letting in <s>U.S. troops</s> for a war against <t>Iraq</t> even though it is a fellow Muslim state.,1,1,Conflict:Attack
"Saturday morning, American Marines and British troops rumbled along <t>the main road from the Kuwaiti border to Basra</t>, Highway 80, nicknamed the ``Highway of Death'' during the 1991 Gulf War, when <s>U.S</s>. airstrikes wiped out an Iraqi military convoy along it.",1,1,Conflict:Attack
"Saturday morning, American Marines and British troops rumbled along the main road from the Kuwaiti border to Basra, Highway 80, nicknamed the ``Highway of Death'' during the 1991 Gulf War, when <s>U.S</s>. airstrikes wiped out <t>an Iraqi military convoy</t> along it.",1,1,Conflict:Attack
"<s>Up to 20,000 protesters</s> thronged <t>the plazas and streets of San Francisco, where more than 1,600 people were arrested in the past two days in a civil disobedience campaign</t>.",1,1,Conflict:Demonstrate
"Mahathir's sacking of the charismatic and popular Anwar in September 1998 rocked Malaysian politics, with <s>thousands of people</s> taking to <t>the streets</t> to demonstrate their support for him.",1,1,Conflict:Demonstrate
the head of the iraqi democratic movement says <s>his group</s> will hold a demonstration in <t>nasiriyah</t> to denounce the presence of ahmad chalabi.,1,1,Conflict:Demonstrate
"<s>The crowd</s> filled <t>the street leading to the Kazimiya mosque in the northeast of Baghdad</t> and carried banners in the green color of Islam, calling for good government.",1,1,Conflict:Demonstrate
"<s>Several thousand demonstrators</s> also gathered outside <t>the White House in Washington</t>, accompanied by a major security presence.",1,1,Conflict:Demonstrate
"<s>Protesters</s> also gathered in their thousands in Halifax, Calgary, Edmonton and <t>Vancouver</t>.",1,1,Conflict:Demonstrate
"<s>Protesters</s> also gathered in their thousands in Halifax, <t>Calgary</t>, Edmonton and Vancouver.",1,1,Conflict:Demonstrate
"<s>Protesters</s> also gathered in their thousands in Halifax, Calgary, <t>Edmonton</t> and Vancouver.",1,1,Conflict:Demonstrate
"<s>Protesters</s> also gathered in their thousands in <t>Halifax</t>, Calgary, Edmonton and Vancouver.",1,1,Conflict:Demonstrate
The protest follows a string of others involving <s>tens of thousands of peace activists across <t>Japan</t></s> since January.,1,0,Conflict:Demonstrate
"<s>Between 2,500 and 3,000 people</s> picketed <t>the CNN studios in Los Angeles</t> while others at the Atlanta headquarters protested the cable network's coverage of the war for being biased toward the United States.",1,1,Conflict:Demonstrate
"Between 2,500 and 3,000 people picketed the CNN studios in Los Angeles while <s>others at <t>the Atlanta headquarters</t></s> protested the cable network's coverage of the war for being biased toward the United States.",1,1,Conflict:Demonstrate
a senior kurdish intelligence official says <s>citizens</s> were protesting the american occupation of <t>the city</t>'s main government building.,1,1,Conflict:Demonstrate
"In <t>Los Angeles</t>, <s>the International Black Coalition for Peace and Justice</s> is sponsoring a rally for peace today.",1,0,Conflict:Demonstrate
"Some 70 people were arrested Saturday as demonstrators clashed with police at the end of a major peace rally here, as <s>at least 200,000 anti-war protesters</s> took to <t>the streets</t> across the United States and Canada.",1,1,Conflict:Demonstrate
"For the most part the marches went off peacefully, but in <t>New York</t> a small group of <s>protesters</s> were arrested after they refused to go home at the end of their rally, police sources said.",1,1,Conflict:Demonstrate
<s>Liana Owen</s> drove 10 hours from Pennsylvania to attend the rally in <t>Manhattan</t> with her parents.,1,0,Conflict:Demonstrate
Liana Owen drove 10 hours from Pennsylvania to attend the rally in <t>Manhattan</t> with <s>her parents</s>.,1,0,Conflict:Demonstrate
"<s>Hundreds of thousands of demonstrators</s> took to <t>the streets in Britain, Spain and Italy, whose governments approved of the war</t>.",1,0,Conflict:Demonstrate
"``I don't know whether he survived,'' <s>U.S President George W. Bush</s> said of Saddam at a joint news conference with <t>British Prime Minister Tony Blair</t>.",0,0,Contact:Meet
<s>Blair</s> and <t>Bush</t> were to hold a joint press conference at 1600 GMT Thursday.,0,0,Contact:Meet
"<s>North Korea</s> on Sunday rejected <t>the U.N. Security Council</t>'s plan to discuss the standoff over its suspected nuclear weapons development, calling it ``a prelude to war.''",1,1,Contact:Meet
"<s>The Security Council</s> is scheduled to discuss <t>North Korea</t>'s nuclear program on Wednesday, and Pyongyang has said that any sanctions imposed on it will be tantamount to war.",0,1,Contact:Meet
"at a white house gathering of <s>aids activists and lawmakers from around the world</s>, <t>the president</t> said hir plan could prevent 7 million new hiv infections -- and treat at least 2 million people over the next decade.",0,0,Contact:Meet
<s>Secretary of State Colin Powell</s> goes to <t>the U.N</t>. tomorrow to do what he can.,0,0,Contact:Meet
A <t>U.S</t>.-sponsored forum that brought <s>Iraqi opposition leaders</s> together to shape the country's postwar government began Tuesday with a <t>U.S</t>. promise not to rule Iraq and concluded with an agreement to meet again in 10 days.,0,0,Contact:Meet
"Discussions were scheduled to end Friday, when <t>Kelly</t> was to fly to Seoul the same day to meet with <s>South Korean officials</s>.",0,0,Contact:Meet
<s>Representatives of those countries</s> will meet with British officials May 7 and <t>Polish officials</t> May 22 to determine what forces each country will contribute and whether they will be put under British or Polish command.,0,0,Contact:Meet
<s>Representatives of those countries</s> will meet with <t>British officials</t> May 7 and Polish officials May 22 to determine what forces each country will contribute and whether they will be put under British or Polish command.,0,0,Contact:Meet
"In response the spate of bombings, Israel threatened to boycott <t>foreign envoys</t> who meet with <s>Yasser Arafat</s>.",0,1,Contact:Meet
"``<s>Whoever wants to visit Arafat</s> can visit Arafat but he won't be allowed to meet <t>senior Israeli officials</t>,'' said a senior Sharon adviser, Raanan Gissin.",0,1,Contact:Meet
"Remember to stress that Marcella can either meet with <s>the execs</s> or <t>the whole group</t> (whatever works best), that she will be talking briefly, and that she will be there because she wants to learn about that group's concerns and issues at A&M.",0,0,Contact:Meet
"And, as we listened to John King's report, we can tell you that President Bush has just -- his plane has just landed at Andrews Air Force Base, just close to the Washington area, <t>the president</t> having flown back to the United States from that meeting in Northern Ireland in Belfast with <s>the British prime minister</s>, Tony Blair.",0,0,Contact:Meet
"Has the situation improved, especially in the aftermath now of <s>the secretary of state</s>'s meeting with <t>Bashar al-Asad</t>?",0,0,Contact:Meet
"instead, during a meeting that lasted only minutes, <s>team owner</s> told <t>jordan</t> his services were no longer necessary.",0,1,Contact:Meet
thelma gutierrez telling the story of <s>the kramers</s> meeting <t>kramer</t>.,0,0,Contact:Meet
"reporter: there are some suggestions after the viz it yesterday of <s>colin powell</s> meeting with <t>ariel sharon</t>, palestinian prime minister abbas said more progress may be made on implementation of the u.s. administration's road map to peace.",0,0,Contact:Meet
"Managing director Toyoda, 46, grandson of Kiichiro Toyoda and the eldest son of Toyota honorary chairman Shoichiro Toyoda, will become one of <s>14 senior managing directors under a streamlined management system set to be introduced after a <t>shareholders</t>' meeting in June</s>, the company said in a statement.",0,0,Contact:Meet
"Beside meeting with <t>Annan</t>, <s>Al-Douri</s> spent several hours during the late morning and afternoon meeting with ambassadors and diplomats in the Delegate's Lounge.",0,0,Contact:Meet
Indonesia's Foreign Ministry spokesman Marty Natalegawa says <t>Megawati</t>'s meeting with <s>Russian President Putin</s> slated for April 21 will touch on the Iraq crisis.,0,0,Contact:Meet
<t>Pasko</t> was sentenced to four years in prison in December 2001 for illegally attending a meeting of <s>top military commanders</s> and taking notes there.,0,1,Contact:Meet
"France's U.N. ambassador, <s>Jean-Marc de La Sabliere</s>, made the proposal at a Security Council meeting where <t>members</t> heard a briefing by chief U.N. weapons inspector Hans Blix and for the first time exchanged views on potentially divisive postwar issues.",0,0,Contact:Meet
"France's U.N. ambassador, <s>Jean-Marc de La Sabliere</s>, made the proposal at a Security Council meeting where members heard a briefing by <t>chief U.N. weapons inspector Hans Blix</t> and for the first time exchanged views on potentially divisive postwar issues.",0,0,Contact:Meet
"<s>The new Palestinian prime minister</s>, Mahmoud Abbas, has denounced violence against Israelis, but also told <t>Sharon</t> in a weekend meeting, the first Israeli-Palestinian summit in three years, that he wants to persuade the militants to stop attacks, rather than disarm them by force.",0,0,Contact:Meet
"<s>Hariri</s> submitted his resignation during a 10-minute meeting with <t>the head of state</t> at the Baabda presidential palace, outside the capital.",0,1,Contact:Meet
The meeting was <s>Shalom</s>'s first encounter with <t>an Arab counterpart</t> since he took office as Israel's foreign minister on February 27.,0,0,Contact:Meet
"``We demand that the Security Council and the world decide on ... the lifting of sanctions on Iraq in a comprehensive and complete way,'' said a spokesman for a meeting Saturday of <s>Saddam</s> and <t>top-level officials</t>, quoted by official Iraqi news media.",0,0,Contact:Meet
"The Iraqi government released a video of Saddam, in uniform, meeting with his son Qusai, <t>the commander of the Republican Guard</t>, and <s>the defense minister</s>, Gen. Sultan Hashim Ahmad.",0,0,Contact:Meet
that some of what <s>the prime minister</s> and <t>president</t> shared with reporters at news conference following their meetings.,0,0,Contact:Meet
"In a renewed mediation attempt, <s>Egyptian envoys</s> have been holding meetings in Gaza and Damascus in recent days with <t>leaders of the militant groups</t>.",0,0,Contact:Meet
"In meetings with <s>South Korean officials</s>, <t>Wolfowitz</t> urged them to increase military spending on new technologies and telecommunications equipment, as U.S. forces have done.",0,0,Contact:Meet
"So I went and volunteered for him and everything, and -- and I met <s>Hillary</s>, and and Tipper and <t>Al</t>, and and I almost got to meet him.",0,0,Contact:Meet
"So I went and volunteered for him and everything, and -- and I met <s>Hillary</s>, and and <t>Tipper</t> and Al, and and I almost got to meet him.",0,0,Contact:Meet
"So I went and volunteered for him and everything, and -- and I met Hillary, and and <t>Tipper</t> and <s>Al</s>, and and I almost got to meet him.",0,0,Contact:Meet
<s>Jones</s> met with <t>Defense Minister Paulo Portas</t> on Tuesday and will meet Foreign Minister Antonio Martins da Cruz before leaving Portugal Wednesday.,0,0,Contact:Meet
"During their visit to Pyongyang, <s>Weldon's delegation</s> also met <t>Choe Thae Bok</t>, chairman of North Korea's legislature, the Supreme People's Assembly.",0,0,Contact:Meet
"<s>Jordan</s> met with <t>the Sixers</t> on Sunday, according to a person close to the situation.",0,0,Contact:Meet
<s>Officials from Iraqi groups</s> that met with <t>Bremer</t> last week have said that he back peddled on what they said were earlier pledges to give them a lead role in forming a new interim government in the next few weeks.,0,1,Contact:Meet
Negotiations between <s>Washington</s> and <t>Pyongyang</t> on their nuclear dispute have been set for April 23 in Bejing and are widely seen here as a blow to Moscow efforts to stamp authority on the region by organizing such a meeting.,0,0,Contact:Meet
"I'm reading ESPN this morning when I stumbled across the story where <s>Kobe Bryant</s> said he'd like to sit down with <t>Shaq</t> and apologize to him for ""involving him in my troubles.""",0,0,Contact:Meet
"this is the third time in as many weeks that <t>president bush</t> and <s>prime minister blair</s> will be sitting down to review station, war strategy, as they go forward together.",0,0,Contact:Meet
"Just now, we want to show you scenes from Andrews Air Force Base just moments ago, <t>President Bush</t> returning to the United States from his summit in Northern Ireland in Belfast with <s>British Prime Minister Tony Blair</s>, the president back on American soil after a quick two-day trip, less than two-day trip to Belfast, he and the prime minister discussing, of course, the war in Iraq, what happens after, as well as the peace process in the Middle East, and restarting the peace process in Northern Ireland.",0,0,Contact:Meet
"Also, <s>Portugal</s> hosted a last ditch pre-war summit in the Azores islands for <t>leaders of the United States, Britain and Spain</t>.",0,0,Contact:Meet
"<s>The new Palestinian prime minister</s>, Mahmoud Abbas, has denounced violence against Israelis, but also told <t>Sharon</t> in a weekend meeting _ the first Israeli-Palestinian summit in three years _ that he wants to persuade the militants to stop attacks, rather than disarm them by force.",0,0,Contact:Meet
"A summit between <s>Sharon</s> and <t>his Palestinian counterpart</t>, Mahmoud Abbas, had been planned for Wednesday but was postponed, according to Israeli and Palestinian officials, who blamed each other for the delay.",0,1,Contact:Meet
"During their first war summit on March 27 at Camp David, <s>Blair</s> and <t>Bush</t> became divided over what a role the United Nations will play in postwar Iraq, when <t>Bush</t> gave no positive reaction to <s>Blair</s> 's suggestion of a strong UN role.",0,1,Contact:Meet
"<t>Russian President Vladimir Putin</t>'s summit with <s>the leaders of Germany and France</s> may have been a failure that proves there can be no long-term ""peace camp"" alliance following the end of war in Iraq, government sources were quoted as saying at the weekend.",0,0,Contact:Meet
"<s>powell</s> is wrapping up a trip to southeast asia, he's due here in jerusalem tomorrow morning for talks with <t>the israeli prime minister</t> and the foreign minister.",0,0,Contact:Meet
"<s>powell</s> is wrapping up a trip to southeast asia, he's due here in jerusalem tomorrow morning for talks with the israeli prime minister and <t>the foreign minister</t>.",0,0,Contact:Meet
"For months, <s>North Korea</s> has insisted on direct talks with <t>the United States</t> to negotiate a nonaggression treaty.",1,0,Contact:Meet
<t>Seoul</t> had hoped to use the three-day talks to try to persuade <s>its communist neighbor</s> to scrap its suspected nuclear program in return for aid and better relations with the outside world.,0,1,Contact:Meet
<s>North Korea</s> called off two working-level talks with <t>South Korea</t> last month.,1,1,Contact:Meet
"Talks between <s>North Korea</s>, <t>the United States</t> and China ended Thursday with U.S. State Department officials saying it was uncertain whether discussions on Pyongyang's nuclear program would continue.",0,0,Contact:Meet
"Talks between <s>North Korea</s>, the United States and <t>China</t> ended Thursday with U.S. State Department officials saying it was uncertain whether discussions on Pyongyang's nuclear program would continue.",0,0,Contact:Meet
"Talks between North Korea, <s>the United States</s> and <t>China</t> ended Thursday with U.S. State Department officials saying it was uncertain whether discussions on Pyongyang's nuclear program would continue.",0,0,Contact:Meet
Meanwhile <s>Blair</s> arrived in Washington late Wednesday for two days of talks with <t>Bush</t> at the Camp David presidential retreat.,0,0,Contact:Meet
"We are studying that plan, we are examining it with our friends and allies, <s>Powell</s> said, adding that talks were now underway with <t>the South Korean, Japanese, Russian and Australian as well as other governments</t>.",0,0,Contact:Meet
"Rodong called for a ""fair and equal"" footing in talks with the United States, blasting <s>Washington</s> for insisting that there would be ""no security of the system nor provision of rewards"" even if <t>Pyongyang</t> gave up its nuclear program.",1,1,Contact:Meet
Afterwards <s>Shalom</s> was to fly on to London for talks with <t>British Prime Minister Tony Blair</t> and Foreign Secretary Jack Straw.,0,0,Contact:Meet
Afterwards <s>Shalom</s> was to fly on to London for talks with British Prime Minister Tony Blair and <t>Foreign Secretary Jack Straw</t>.,0,0,Contact:Meet
"``<s>Whoever wants to visit Arafat</s> can visit <t>Arafat</t> but he won't be allowed to meet senior Israeli officials,'' said a senior Sharon adviser, Raanan Gissin.",0,0,Contact:Meet
<s>Putin</s> last visited <t>Bush</t> at his Texas ranch in November 2001.,0,0,Contact:Meet
then <t>the baby's mother</t> made a frantic call to <s>the police</s>.,0,0,Contact:Phone-Write
reporter: then <s>the baby's mother</s> made a frantic call to <t>police</t>.,0,1,Contact:Phone-Write
during a brief phone call with <t>their son</t> from kuwait on surngd the arm asked <s>the young family</s> not to get into any specific details about what happened during <t>their son</t>'s capture and release.,0,0,Contact:Phone-Write
"he got on a flight to an undisclosed location, when <s>jamie</s> got a second phone call from <t>a flight attendant</t>.",0,0,Contact:Phone-Write
<s>French President Jacques Chirac</s> received only a reserved response when he tried to mend fences by placing a telephone call Tuesday to <t>Bush</t>.,0,1,Contact:Phone-Write
"U.S. Attorney Todd Graves said <s>Montgomery</s> contacted <t>Stinnett</t> through an online message board, and authorities zeroed in on her using computer forensics.",0,1,Contact:Phone-Write
"<s>U.S. Defense Secretary Donald H. Rumsfeld</s> discussed the resolution with Prime Minister Tony Blair and <t>Defense Secretary Geoff Hoon</t> on Friday as Rumsfeld returned from a tour of Iraq, Afghanistan and the Persian Gulf region.",0,0,Contact:Phone-Write
"<s>U.S. Defense Secretary Donald H. Rumsfeld</s> discussed the resolution with <t>Prime Minister Tony Blair</t> and Defense Secretary Geoff Hoon on Friday as Rumsfeld returned from a tour of Iraq, Afghanistan and the Persian Gulf region.",0,0,Contact:Phone-Write
"On Monday, <s>Chretien</s> told reporters that he and <t>Bush</t>, who had not spoken since late February, discussed a wide range of issues, including Iraq, the upcoming summit of the Group of Eight industrial powers and aid to Africa.",0,0,Contact:Phone-Write
"In a letter to <t>U.N. Secretary-General Kofi Annan</t>, <s>Ramadan</s> said, ``It is also regrettable and deplorable that the (U.N.) General Secretariat has not issued any statement or reaction that condemns or deplores this aggression.''",1,1,Contact:Phone-Write
<s>Her second-graders</s> were very interested in sending some letters out to <t>the troops</t>.,0,0,Contact:Phone-Write
"cnn has learned <s>osama bin laden</s> sent a private letter to <t>his followers</t> in february, ordering them to attack the u.s. and its allies.",1,1,Contact:Phone-Write
"cnn learned <s>the al qaeda leader</s> sent personal letters to <t>key operatives</t> in february, ordering them to attack the united states and its allies.",1,1,Contact:Phone-Write
"<t>US President George W. Bush</t> told <s>Canadian Prime Minister Jean Chretien</s> by telephone Monday that he looked forward to seeing him at the upcoming summit of major industrialized nations and Russia, the White House said Tuesday.",0,0,Contact:Phone-Write
"<s>The Pakistani supreme court</s> last year aquitted <t>Ayub Masih, who had denied uttering any word against Islam or the Prophet Mohammad</t>.",0,0,Justice:Acquit
"House clearance Royal Marine style, <s>troops from (UNINTELLIGIBLE) commando</s> task to seek out the last pockets of Iraqi resistance in Umm Qasr go in hard to arrest <t>suspected regime sympathizers</t> and search for weapons.",1,1,Justice:Arrest-Jail
<t>a man with a pistol</t> was arrested outside of the courthouse and <s>police</s> say he admits planning the bombs.,1,1,Justice:Arrest-Jail
"<s>Marines</s> broke it up, over the protests of Iraqis not involved in the robbery, and <t>the thieves</t> were arrested.",1,0,Justice:Arrest-Jail
The <t>drunk</t> was acquitted on the technicality that he wasn't on a public road when <s>the cop</s> arrested him.,1,1,Justice:Arrest-Jail
"From the Associated Press : A baby girl who had been cut out of her mother's womb was found after a frantic search, and <s>authorities</s> arrested <t>the woman they say strangled the mother and stole the child</t>.",1,1,Justice:Arrest-Jail
"<s>Israeli forces</s> moved into Hebron's Al-Sheikh district where his family lived and arrested <t>Qawasmi's brother and father</t> after the bombing, they said.",1,1,Justice:Arrest-Jail
<s>Police</s> have arrested <t>four people</t> in connection with the killings.,1,1,Justice:Arrest-Jail
"<s>Police</s> arrested her in <t>Abilene, Texas</t>, Saturday where she had moved with a friend June 2.",1,1,Justice:Arrest-Jail
"Earlier this week, <s>security police</s> detained <t>the Monitor's managing editor</t>, Nhial Bol, for 24 hours.",1,1,Justice:Arrest-Jail
"Northshore Management, <t>the hedge fund firm accused of stealing millions of dollars in client funds</t>, is now facing actual <s>SEC</s> action .",1,1,Justice:Charge-Indict
<s>Seven prosecutors</s> read in turn the indictment against <t>Ba'asyir</t> at the makeshift court room in the Meteorology and Geophysics Agency's office in Central Jakarta.,1,1,Justice:Charge-Indict
"<s>The court</s> also dismissed a joint appeal by Anwar's adopted brother, <t>Sukma Darmawan</t>, who was convicted together with Anwar for sodomy in August 2000 and sentenced to six years in jail and whipping.",1,1,Justice:Convict
"In December 2001, <s>a Manhattan jury</s> convicted <t>Sotheby's main shareholder and former chairman Alfred Taubman</t> of entering into a price-fixing agreement with Christie's.",1,1,Justice:Convict
"Faisalabad's Catholic Bishop John Joseph, who had been campaigning against the law, shot himself in the head outside a court in Sahiwal district when <s>the judge</s> convicted <t>Christian Ayub Masih</t> under the law in 1998.",1,1,Justice:Convict
"<s>A state security court</s> suspended <t>a newspaper</t> critical of the government Saturday after convicting it of publishing religiously inflammatory material, the newspaper's lawyer said.",1,1,Justice:Convict
"<s>Saddam Hussein</s> controlled <t>Iraq</t> through fear, torture and execution.",1,1,Justice:Execute
taken into custody and he's currently at <s>atlanta police department headquarters</s> pending extradition back to <t>the state of louisiana</t>.,1,1,Justice:Extradite
"Under terms of the agreement, to be submitted as early as Monday to <s>a judge presiding over the case</s>, <t>MCI</t> would agree to pay the largest fine imposed so far by the SEC on a company that is not a broker-dealer, the Journal said, citing sources close to the matter.",1,0,Justice:Fine
"Under terms of the agreement, to be submitted as early as Monday to a judge presiding over the case, <t>MCI</t> would agree to pay the largest fine imposed so far by <s>the SEC</s> on a company that is not a broker-dealer, the Journal said, citing sources close to the matter.",1,0,Justice:Fine
"Last month, <s>the SEC</s> slapped fines totaling 1.4 billion dollars on <t>10 Wall Street brokerages</t> to settle charges of conflicts of interest between analysts and investors.",1,1,Justice:Fine
"But after spending 40 days in prison, <s>Jordan's King Abdullah II</s> pardoned <t>the former legislator known for her harsh criticism of the state</t>.",0,0,Justice:Pardon
"<s>negotiators</s> say he demanded the release of four prisoners, including <t>ramzi binalshibh</t>, a september 11th suspect apprehended last year in pakistan.",0,0,Justice:Release-Parole
In 2002 <s>a jury</s> sentenced <t>Yates</t> to life in prison for the deaths of three of her children.,1,1,Justice:Sentence
"<s>EasyCinema founder Stelios Haji-Ioannou, who set up easyJet in 1995 and built it up into Europe's biggest budget airline</s>, has vowed to take legal action against <t>the distribution firms</t> unless they allow him access.",1,1,Justice:Sue
"<s>Bankrupt energy giant Enron Corp</s> is considering bringing legal action against <t>its own bankers</t> for giving bad financial advice that helped lead to its downfall, the Wall Street Journal reported Wednesday.",1,1,Justice:Sue
"<t>The pair</t> were ordered to pay $871.70 plus $39 in court costs after <s>neighbor Wanita Renea Young</s>, 49, filed a lawsuit complaining that the unsolicited cookies, left at her house after the girls knocked on her door, had triggered an anxiety attack that sent her to the hospital the next day.",1,1,Justice:Sue
"as bob pointed out, the next battle ground is a bill to block lawsuits by victims of gun violence or <s>families against <t>gunmakers</t> and dealers</s>.",1,1,Justice:Sue
"as bob pointed out, the next battle ground is a bill to block lawsuits by victims of gun violence or <s>families against gunmakers and <t>dealers</t></s>.",1,1,Justice:Sue
"as bob pointed out, the next battle ground is a bill to block lawsuits by <s>victims of gun violence</s> or families against <t>gunmakers</t> and dealers.",1,1,Justice:Sue
"as bob pointed out, the next battle ground is a bill to block lawsuits by <s>victims of gun violence</s> or families against gunmakers and <t>dealers</t>.",1,1,Justice:Sue
<s>Anne-Marie</s> sued <t>Crichton</t> for divorce in September after their marriage broke down.,1,1,Justice:Sue
"Now that Enron has ceased to exist, <s>Bechtel</s> and GE are suing <t>the Indian Government</t> for 5.6 billion US dollars.",1,1,Justice:Sue
"Now that Enron has ceased to exist, Bechtel and <s>GE</s> are suing <t>the Indian Government</t> for 5.6 billion US dollars.",1,1,Justice:Sue
"Washington, DC- The <s>Bechtel</s> Corporation was handed a powerful victory last week, when a secretive trade court announced that it would not allow the public or media to participate in or even witness proceedings in which <s>Bechtel</s> is suing <t>the people of Bolivia</t>.",1,1,Justice:Sue
u.s. officials believe <s>zarqawi</s> planned the assassination of u.s. diplomat lawrence foley in <t>jordan</t> last october.,1,1,Life:Die
u.s. officials believe <s>zarqawi</s> planned the assassination of <t>u.s. diplomat lawrence foley</t> in jordan last october.,1,1,Life:Die
What I do know is <s>Saddam Hussein</s> has butchered <t>over a million of his own citizens</t>.,1,1,Life:Die
"<s>those who share responsibility for <t>my husband</t>'s death</s> must also be held accountable.""",1,1,Life:Die
<s>nichols</s> is serving a life term for his federal manslaughter and conspiracy convictions stemming from the deaths of <t>eight federal employees</t> in the 1995 blast.,1,1,Life:Die
In 2002 a jury sentenced <s>Yates</s> to life in prison for the deaths of <t>three of her children</t>.,1,1,Life:Die
"This was perhaps due to the transformation of <s>Tanzim</s> into an organization more resembling militant groups like Hamas and Islamic Jihad, responsible for dozens of <t>civilian</t> deaths in drive-by shootings.",1,1,Life:Die
it took <t>the child</t> three weeks to die in the hot from -- hospital from the injuries it suffered at the hands of <s>its mother</s> and she's free.,1,1,Life:Die
"In central Baghdad, a Reuters cameraman and <t>a cameraman for Spain's Telecinco</t> died when an <s>American</s> tank fired on the Palestine Hotel.",1,1,Life:Die
"Yates, in case you have forgotten, is <s>the women from Texas</s> who heinously drowned <t>her five kids, aged 6 months to 7 years</t>, one by one, in her bathtub.",1,1,Life:Die
"He's- I mean, like, you know, let's- i- -- for- for all he did in his later years, eh, <s>Yasser Arafat</s> was responsible for -- a good chunk of al- you know, a lot of -- <t>Israeli</t> dying -- i- you know.",1,1,Life:Die
"It was believed Naotia was a practicing sorcerer and through his black magic he had cast evil spells on villagers, prompting <s>a group within <t>the village</t></s> to eliminate them, the spokesman said.",1,1,Life:Die
"Earlier, from 1979 to 1983, he headed <s>Iraq's Mukhabarat</s>, or intelligence service, a period when the organization arranged executions of <t>regime opponents in Iraq and overseas</t>, the official said.",1,1,Life:Die
The extermination of <t>kosovar albanians</t> by <s>native serbs</s>?,1,1,Life:Die
<s>11 members</s> had been charged with negligent homicide for forcing <t>18-year-old pledge walter dean jenning</t> to drink an excessive amount of water.,1,1,Life:Die
(voice-over): <t>Famed World War II reporter Ernie Pyle</t> was killed by <s>a sniper</s> on an island in the Pacific.,1,1,Life:Die
(voice-over): Famed World War II reporter Ernie Pyle was killed by <s>a sniper</s> on <t>an island in the Pacific</t>.,1,1,Life:Die
<t>ABC News producer David Kaplan</t> was killed by <s>sniper</s> fire in the Balkans in 1992.,1,1,Life:Die
ABC News producer David Kaplan was killed by <s>sniper</s> fire in <t>the Balkans</t> in 1992.,1,1,Life:Die
a month of bloodleting between <s>rival tribes</s> has already killed <t>500 people</t>.,1,1,Life:Die
"Israel ``will continue to fight terror everywhere, at any time and in any way possible,'' a Cabinet statement said Sunday, after <s>a Hamas suicide bomber</s> killed <t>seven Israelis</t> on a Jerusalem bus earlier in the day.",1,1,Life:Die
"Israel ``will continue to fight terror everywhere, at any time and in any way possible,'' a Cabinet statement said Sunday, after <s>a Hamas suicide bomber</s> killed seven Israelis on a <t>Jerusalem</t> bus earlier in the day.",1,1,Life:Die
And who wasn't moved by the embrace of mother of a soldier killed in Iraq and the daughter of <t>a man</t> killed by <s>Saddam Hussein's regime</s>?,1,0,Life:Die
And who wasn't moved by the embrace of mother of a soldier killed in <t>Iraq</t> and the daughter of a man killed by <s>Saddam Hussein's regime</s>?,1,0,Life:Die
"<s>The Apache troop</s> opened its tank guns, opened its own mortars, decimated that unit, put it out of existence and probably killed <t>some 20 Iraqis</t> in the process.",1,1,Life:Die
"<t>Mrs. Hassan</t> speak s perfect Arabic and she has a heart of gold, she's been killed by (<s>men in pajamas</s>), turn Iraq upside down and find them.",1,1,Life:Die
<s>a texas woman</s> is in jail this morning accused of killing <t>her two sons</t> and severely beating another the day before mother's day.,1,1,Life:Die
<s>a <t>texas</t> woman</s> is in jail this morning accused of killing her two sons and severely beating another the day before mother's day.,1,1,Life:Die
it was the same courtroom where <s>a suspected al qaeda militant</s> got a death sentence last week for killing <t>three american missionaries</t>.,1,1,Life:Die
"<s>serious</s> was serving a 30-year sentence for the self-confessed 1992 killing of his wife in <t>clinton, maryland</t>, but after a relentless campaign that included a letter from his psychiatrist saying <s>serious</s> was unlikely to commit such violence again, the judge in this case, got him released.",1,0,Life:Die
"<s>serious</s> was serving a 30-year sentence for the self-confessed 1992 killing of <t>his wife</t> in clinton, maryland, but after a relentless campaign that included a letter from his psychiatrist saying <s>serious</s> was unlikely to commit such violence again, the judge in this case, got him released.",1,1,Life:Die
"they have many many worse crimes going on in California, <s>parents</s> killing <t>their children</t> and everything, that you would think -- would would, um -- you know, be",1,1,Life:Die
"The latest wave of attacks began Saturday evening when <s>a Hamas bomber</s> blew himself up in a square in the West Bank city of Hebron, killing <t>an Israeli settler and his pregnant wife</t>.",1,1,Life:Die
"The latest wave of attacks began Saturday evening when <s>a Hamas bomber</s> blew himself up in <t>a square in the West Bank city of Hebron</t>, killing an Israeli settler and his pregnant wife.",1,1,Life:Die
"On Sunday morning, another Hamas assailant blew up the Jerusalem bus and about half an hour later, <s>a third bomber from the group</s> detonated explosives on <t>the outskirts of Jerusalem</t>, killing only himself.",1,1,Life:Die
"In the January attack, <s>two Palestinian suicide bombers</s> blew themselves up in <t>central Tel Aviv</t>, killing 23 other people.",1,1,Life:Die
"In the January attack, <s>two Palestinian suicide bombers</s> blew themselves up in central Tel Aviv, killing <t>23 other people</t>.",1,1,Life:Die
You don't know what happens when <s>the most powerful nation on Earth</s> invades and occupies a Muslim nation and kills <t>tens of thousands of people</t>.,1,1,Life:Die
You don't know what happens when <s>the most powerful nation on Earth</s> invades and occupies <t>a Muslim nation</t> and kills tens of thousands of people.,1,1,Life:Die
